Term,ECSS Standards,Branches
LF,"['ECSS_E_ST_20_07CRev2', 'ECSS_Q_ST_70_12C', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']","['E', 'Q']"
LISN,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']",['E']
MGSE,"['ECSS_E_ST_20_07CRev2', 'ECSS_M_ST_10CRev1', 'ECSS_Q_ST_20CRev2Corr1', 'ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_58C', 'ECSS_Q_ST_20_08C', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_20C', 'ECSS_Q_ST_20CRev1', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']","['E', 'M', 'Q', '']"
PAM,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']",['E']
AFT,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
AVT,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
CCB,"['ECSS_E_ST_10_03CRev1', 'ECSS_M_ST_40CRev1', 'ECSS_Q_ST_40CRev1', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_30C', 'ECSS_Q_ST_40C', 'ECSS_E_ST_10_03C']","['E', 'M', 'Q', '']"
EC,"['ECSS_E_ST_10_03CRev1', 'ECSS_M_ST_60C', 'ECSS_E_ST_10_03C']","['E', 'M']"
EQM,"['ECSS_E_ST_10_03CRev1', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_E_ST_10_03C']","['E', 'Q']"
FFT,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
KIP,"['ECSS_E_ST_10_03CRev1', 'ECSS_Q_ST_70_26CRev1Corr1', 'ECSS_E_ST_10_03C']","['E', 'Q']"
MIP,"['ECSS_E_ST_10_03CRev1', 'ECSS_Q_ST_20CRev2Corr1', 'ECSS_Q_ST_60_05CRev1', 'ECSS_Q_ST_40CRev1', 'ECSS_Q_ST_10CRev1', 'ECSS_Q_ST_70_26CRev1Corr1', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70CRev2', 'ECSS_Q_ST_70_61C', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_20C', 'ECSS_Q_ST_70C', 'ECSS_Q_ST_10C', 'ECSS_Q_ST_40C', 'ECSS_Q_ST_20CRev1', 'ECSS_Q_ST_70CRev1', 'ECSS_Q_ST_70_38CRev1Corr1', 'ECSS_E_ST_10_03C']","['E', 'Q', '']"
MoI,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
OSPL,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
PFM,"['ECSS_E_ST_10_03CRev1', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_S_ST_00_01C', 'ECSS_E_ST_10_03C']","['E', 'Q', '']"
PIM,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_20C', 'ECSS_E_ST_10_03C']",['E']
PT,"['ECSS_E_ST_10_03CRev1', 'ECSS_M_ST_60C', 'ECSS_Q_ST_70_15C', 'ECSS_E_ST_10_03C']","['E', 'M', 'Q']"
PTR,"['ECSS_E_ST_10_03CRev1', 'ECSS_S_ST_00_01C', 'ECSS_E_ST_10_02C', 'ECSS_E_ST_10_03C']","['E', '']"
RFT,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
SPL,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
TB,"['ECSS_E_ST_10_03CRev1', 'ECSS_Q_ST_70_01C', 'ECSS_E_ST_10_03C']","['E', 'Q']"
TPRO,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_02C', 'ECSS_E_ST_10_03C']",['E']
TRPT,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_02C', 'ECSS_E_ST_10_03C']",['E']
TV,"['ECSS_E_ST_10_03CRev1', 'ECSS_Q_ST_70_01C', 'ECSS_E_ST_10_03C']","['E', 'Q']"
TNop,['ECSS_E_ST_10_03CRev1'],['E']
TOp,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_03C']",['E']
TSPE,"['ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_10_02C', 'ECSS_E_ST_10_03C']",['E']
TWT,"['ECSS_E_ST_10_03CRev1', 'ECSS_Q_ST_30_09C', 'ECSS_E_ST_10_03C']","['E', 'Q']"
DOD,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
EPS,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
FCL,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
INS,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
I-V,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
MPPT,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
MRB,"['ECSS_E_ST_20CRev2', 'ECSS_Q_ST_30C', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']","['E', 'Q']"
QTR,"['ECSS_E_ST_20CRev2', 'ECSS_Q_ST_70_39C', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']","['E', 'Q']"
PSA,"['ECSS_E_ST_20CRev2', 'ECSS_Q_ST_70_16C', 'ECSS_E_ST_20CRev1']","['E', 'Q']"
SAA,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20CRev1']",['E']
SADM,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20CRev1']",['E']
SPF,"['ECSS_E_ST_20CRev2', 'ECSS_Q_ST_10_04C', 'ECSS_Q_ST_70_12C', 'ECSS_E_ST_20CRev1']","['E', 'Q']"
TM&TC,"['ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
4D-8PSK-TCM,['ECSS_E_AS_50_21C'],['E']
AOS,"['ECSS_E_AS_50_22C', 'ECSS_E_AS_50_23C', 'ECSS_E_ST_50_01C']",['E']
BCH,"['ECSS_E_AS_50_24C', 'ECSS_E_ST_50_04C']",['E']
CLTU,"['ECSS_E_AS_50_24C', 'ECSS_E_ST_50_04C']",['E']
LDPC,['ECSS_E_AS_50_24C'],['E']
PLOP,"['ECSS_E_AS_50_24C', 'ECSS_E_ST_50_04C']",['E']
SEC,"['ECSS_E_AS_50_24C', 'ECSS_Q_ST_60_05CRev1', 'ECSS_E_ST_50_04C']","['E', 'Q']"
COP,"['ECSS_E_AS_50_25C', 'ECSS_E_AS_50_26C', 'ECSS_E_ST_50_04C']",['E']
FARM,"['ECSS_E_AS_50_25C', 'ECSS_E_AS_50_26C', 'ECSS_E_ST_50_04C']",['E']
FDU,"['ECSS_E_AS_50_25C', 'ECSS_E_AS_50_26C', 'ECSS_E_ST_50_04C']",['E']
GVCID,"['ECSS_E_AS_50_25C', 'ECSS_E_AS_50_26C']",['E']
FEPS,['ECSS_M_ST_10_01C'],['M']
B/L,['ECSS_M_ST_10CRev1'],['M']
CBCP,"['ECSS_M_ST_10CRev1', 'ECSS_M_ST_60C']",['M']
EAC,"['ECSS_M_ST_10CRev1', 'ECSS_M_ST_60C']",['M']
ETC,"['ECSS_M_ST_10CRev1', 'ECSS_M_ST_60C']",['M']
ITT,"['ECSS_M_ST_10CRev1', 'ECSS_Q_ST_20_08C']","['M', 'Q']"
OBS,['ECSS_M_ST_10CRev1'],['M']
RFQ,['ECSS_M_ST_10CRev1'],['M']
WBS,"['ECSS_M_ST_10CRev1', 'ECSS_M_ST_40CRev1', 'ECSS_M_ST_60C', 'ECSS_S_ST_00_01C']","['M', '']"
WP,['ECSS_M_ST_10CRev1'],['M']
ABCL,"['ECSS_M_ST_40CRev1', 'ECSS_Q_ST_20_08C']","['M', 'Q']"
CAGE,['ECSS_M_ST_40CRev1'],['M']
DB,['ECSS_M_ST_40CRev1'],['M']
DCB,['ECSS_M_ST_40CRev1'],['M']
DUNS,['ECSS_M_ST_40CRev1'],['M']
DXF,['ECSS_M_ST_40CRev1'],['M']
FCB,['ECSS_M_ST_40CRev1'],['M']
FCV,['ECSS_M_ST_40CRev1'],['M']
IDM,['ECSS_M_ST_40CRev1'],['M']
IETF,['ECSS_M_ST_40CRev1'],['M']
IS,['ECSS_M_ST_40CRev1'],['M']
JPEG,['ECSS_M_ST_40CRev1'],['M']
LZW,['ECSS_M_ST_40CRev1'],['M']
MOB,['ECSS_M_ST_40CRev1'],['M']
NATO,['ECSS_M_ST_40CRev1'],['M']
PCV,['ECSS_M_ST_40CRev1'],['M']
PI,"['ECSS_M_ST_40CRev1', 'ECSS_Q_ST_70_53C']","['M', 'Q']"
RFD,"['ECSS_M_ST_40CRev1', 'ECSS_Q_ST_20CRev2Corr1', 'ECSS_Q_ST_20_10C', 'ECSS_Q_ST_60_05CRev1', 'ECSS_Q_ST_20_08C', 'ECSS_Q_ST_10_09CRev1', 'ECSS_Q_ST_70CRev2', 'ECSS_Q_ST_70_15C', 'ECSS_Q_ST_60CRev3', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_20C', 'ECSS_Q_ST_10_09C', 'ECSS_Q_ST_20CRev1', 'ECSS_Q_ST_70CRev1', 'ECSS_Q_ST_60CRev2', 'ECSS_Q_ST_60_13C']","['M', 'Q', '']"
RFW,"['ECSS_M_ST_40CRev1', 'ECSS_Q_ST_20CRev2Corr1', 'ECSS_Q_ST_20_10C', 'ECSS_Q_ST_60_05CRev1', 'ECSS_Q_ST_20_08C', 'ECSS_Q_ST_70_26CRev1Corr1', 'ECSS_Q_ST_10_09CRev1', 'ECSS_Q_ST_70_80C', 'ECSS_Q_ST_60CRev3', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_20C', 'ECSS_Q_ST_10_09C', 'ECSS_Q_ST_20CRev1', 'ECSS_Q_ST_60CRev2', 'ECSS_E_ST_10_02C']","['M', 'Q', '', 'E']"
SCF,['ECSS_M_ST_40CRev1'],['M']
SMTP,['ECSS_M_ST_40CRev1'],['M']
TDP,['ECSS_M_ST_40CRev1'],['M']
TIFF,['ECSS_M_ST_40CRev1'],['M']
XML,['ECSS_M_ST_40CRev1'],['M']
CBS,['ECSS_M_ST_60C'],['M']
CCN,['ECSS_M_ST_60C'],['M']
CIL,"['ECSS_M_ST_60C', 'ECSS_Q_ST_10_04C', 'ECSS_Q_ST_30_02C', 'ECSS_Q_ST_20_08C', 'ECSS_Q_ST_10_09CRev1', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_10_09C']","['M', 'Q', '']"
CPM,['ECSS_M_ST_60C'],['M']
CWP,['ECSS_M_ST_60C'],['M']
DCP,['ECSS_M_ST_60C'],['M']
DIL,"['ECSS_M_ST_60C', 'ECSS_Q_ST_70_28C', 'ECSS_Q_ST_70_61C']","['M', 'Q']"
FP,"['ECSS_M_ST_60C', 'ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38CRev1Corr1']","['M', 'Q']"
FFP,['ECSS_M_ST_60C'],['M']
G&A,['ECSS_M_ST_60C'],['M']
MTA,['ECSS_M_ST_60C'],['M']
MTC,['ECSS_M_ST_60C'],['M']
PDM,['ECSS_M_ST_60C'],['M']
PMAC,['ECSS_M_ST_60C'],['M']
PEF,['ECSS_M_ST_60C'],['M']
PSS,['ECSS_M_ST_60C'],['M']
BB,"['ECSS_Q_ST_20CRev2Corr1', 'ECSS_Q_ST_20C', 'ECSS_Q_ST_20CRev1']",['Q']
CoC,"['ECSS_Q_ST_20CRev2Corr1', 'ECSS_Q_ST_20_10C', 'ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_39C', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70_80C', 'ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_70_11C', 'ECSS_Q_ST_20CRev1', 'ECSS_Q_ST_60CRev2', 'ECSS_Q_ST_60_13C']",['Q']
NOTE:,['ECSS_Q_ST_20CRev2Corr1'],['Q']
FGSE,"['ECSS_Q_ST_20CRev2Corr1', 'ECSS_Q_ST_20C', 'ECSS_Q_ST_20CRev1']",['Q']
OGSE,"['ECSS_Q_ST_20CRev2Corr1', 'ECSS_Q_ST_20C', 'ECSS_Q_ST_20CRev1']",['Q']
ppm,"['ECSS_Q_ST_70_54C', 'ECSS_Q_ST_70_29C', 'ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_39C']",['Q']
ITAR,['ECSS_Q_ST_20_10C'],['Q']
LCC,"['ECSS_Q_ST_20_10C', 'ECSS_Q_ST_70_12C']",['Q']
LU,['ECSS_Q_ST_20_10C'],['Q']
MTTF,"['ECSS_Q_ST_20_10C', 'ECSS_Q_ST_30_09C']",['Q']
QSL,"['ECSS_Q_ST_20_10C', 'ECSS_Q_ST_10CRev1', 'ECSS_Q_ST_10C']",['Q']
CN,"['ECSS_Q_ST_30_02C', 'ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2', 'ECSS_Q_ST_60_13C']",['Q']
DN,['ECSS_Q_ST_30_02C'],['Q']
FESL,['ECSS_Q_ST_30_02C'],['Q']
PN,['ECSS_Q_ST_30_02C'],['Q']
RBD,['ECSS_Q_ST_30_02C'],['Q']
SOW,"['ECSS_Q_ST_30_02C', 'ECSS_Q_ST_30_09C']",['Q']
LD,['ECSS_Q_ST_30_09C'],['Q']
MDT,['ECSS_Q_ST_30_09C'],['Q']
MTBF,"['ECSS_Q_ST_30_09C', 'ECSS_Q_ST_30CRev1', 'ECSS_Q_ST_30C']",['Q']
MTBO,['ECSS_Q_ST_30_09C'],['Q']
MTTFF,['ECSS_Q_ST_30_09C'],['Q']
MTTO,['ECSS_Q_ST_30_09C'],['Q']
MTTR,"['ECSS_Q_ST_30_09C', 'ECSS_Q_ST_30CRev1', 'ECSS_Q_ST_30C']",['Q']
MUT,['ECSS_Q_ST_30_09C'],['Q']
CC&M,['ECSS_Q_ST_40_02C'],['Q']
OHA,['ECSS_Q_ST_40_02C'],['Q']
PHA,['ECSS_Q_ST_40_02C'],['Q']
SHA,['ECSS_Q_ST_40_02C'],['Q']
SSHA,['ECSS_Q_ST_40_02C'],['Q']
ACP,['ECSS_Q_ST_60_02C'],['Q']
ARS,['ECSS_Q_ST_60_02C'],['Q']
ASSP,['ECSS_Q_ST_60_02C'],['Q']
DRC,"['ECSS_Q_ST_60_02C', 'ECSS_Q_ST_60_12C']",['Q']
DVP,['ECSS_Q_ST_60_02C'],['Q']
EDA,['ECSS_Q_ST_60_02C'],['Q']
EDIF,['ECSS_Q_ST_60_02C'],['Q']
ERC,"['ECSS_Q_ST_60_02C', 'ECSS_Q_ST_60_12C']",['Q']
FRA,['ECSS_Q_ST_60_02C'],['Q']
GDS,['ECSS_Q_ST_60_02C'],['Q']
HDL,['ECSS_Q_ST_60_02C'],['Q']
IDMP,['ECSS_Q_ST_60_02C'],['Q']
MoM,['ECSS_Q_ST_60_02C'],['Q']
P&R,['ECSS_Q_ST_60_02C'],['Q']
JTAG,['ECSS_Q_ST_60_02C'],['Q']
LVS,['ECSS_Q_ST_60_02C'],['Q']
NCC,['ECSS_Q_ST_60_02C'],['Q']
QML,"['ECSS_Q_ST_60_02C', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2']",['Q']
RTL,['ECSS_Q_ST_60_02C'],['Q']
CTA,"['ECSS_Q_ST_60_05CRev1', 'ECSS_Q_ST_60_12C']",['Q']
DCL,"['ECSS_Q_ST_60_05CRev1', 'ECSS_Q_ST_60_15C', 'ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_70_61C', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2', 'ECSS_Q_ST_60_13C']",['Q']
DBC,['ECSS_Q_ST_60_05CRev1'],['Q']
DPA,"['ECSS_Q_ST_60_05CRev1', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60_14C', 'ECSS_Q_ST_60CRev2', 'ECSS_Q_ST_60_13C']",['Q']
HTIF,['ECSS_Q_ST_60_05CRev1'],['Q']
LAT,"['ECSS_Q_ST_60_05CRev1', 'ECSS_Q_ST_60_12C', 'ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2', 'ECSS_Q_ST_60_13C']",['Q']
MMIC,"['ECSS_Q_ST_60_05CRev1', 'ECSS_Q_ST_60_12C', 'ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_60CRev3', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60_14C', 'ECSS_Q_ST_60CRev2', 'ECSS_Q_ST_30_11CRev1', 'ECSS_Q_ST_60_13C']","['Q', '']"
PDA,"['ECSS_Q_ST_60_05CRev1', 'ECSS_Q_ST_70_55C', 'ECSS_Q_ST_60_13C']",['Q']
PIND,"['ECSS_Q_ST_60_05CRev1', 'ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2', 'ECSS_Q_ST_60_13C']",['Q']
Ppk,['ECSS_Q_ST_60_05CRev1'],['Q']
SAM,"['ECSS_Q_ST_60_05CRev1', 'ECSS_Q_ST_60_12C', 'ECSS_Q_ST_60_13C']",['Q']
SPC,"['ECSS_Q_ST_60_05CRev1', 'ECSS_Q_ST_60_12C', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70_80C']",['Q']
TCV,"['ECSS_Q_ST_60_05CRev1', 'ECSS_Q_ST_60_12C']",['Q']
AQL,"['ECSS_Q_ST_60_12C', 'ECSS_Q_ST_70_46CRev1', 'ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_70_80C', 'ECSS_S_ST_00_01C']","['Q', '']"
DEC,['ECSS_Q_ST_60_12C'],['Q']
HTRB,"['ECSS_Q_ST_60_12C', 'ECSS_Q_ST_60_13C']",['Q']
LTRB,['ECSS_Q_ST_60_12C'],['Q']
RGA,['ECSS_Q_ST_60_12C'],['Q']
WAT,['ECSS_Q_ST_60_12C'],['Q']
C&CCP,"['ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_50C']",['Q']
CRS,"['ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_50C']",['Q']
DIW,['ECSS_Q_ST_70_01C'],['Q']
DOP,"['ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70_05C']",['Q']
FTIR,"['ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70_05C']",['Q']
ICC,['ECSS_Q_ST_70_01C'],['Q']
MOC,"['ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_80C']",['Q']
MRR,"['ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70_80C', 'ECSS_Q_ST_70_61C']",['Q']
OF,"['ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_50C']",['Q']
PAC,"['ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_80C', 'ECSS_E_ST_50_04C']","['Q', 'E']"
QCM,"['ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_02C', 'ECSS_Q_ST_70_04C', 'ECSS_Q_ST_70_06C', 'ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70_05C']",['Q']
RH,"['ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_02C', 'ECSS_Q_ST_70_22C', 'ECSS_Q_ST_70_30C', 'ECSS_Q_ST_70_13CRev1', 'ECSS_Q_ST_70_14C', 'ECSS_Q_ST_70_26CRev1Corr1', 'ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_70_16C', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_70_13C', 'ECSS_Q_ST_70_26C', 'ECSS_Q_ST_60_14C', 'ECSS_Q_ST_60_13C']","['Q', '']"
ULPA,['ECSS_Q_ST_70_01C'],['Q']
VBQC,"['ECSS_Q_ST_70_01C', 'ECSS_E_ST_10_04C']","['Q', 'E']"
VCM,"['ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_02C', 'ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70_05C', 'ECSS_E_ST_10_04C']","['Q', 'E']"
MIC,['ECSS_Q_ST_70_02C'],['Q']
WVR,['ECSS_Q_ST_70_02C'],['Q']
ESH,['ECSS_Q_ST_70_06C'],['Q']
FUV,['ECSS_Q_ST_70_06C'],['Q']
NUV,['ECSS_Q_ST_70_06C'],['Q']
VUV,"['ECSS_Q_ST_70_06C', 'ECSS_Q_ST_70_17C', 'ECSS_E_ST_10_04C']","['Q', 'E']"
lL,['ECSS_Q_ST_70_06C'],['Q']
lH,['ECSS_Q_ST_70_06C'],['Q']
Clim,['ECSS_Q_ST_70_21C'],['Q']
HMT,['ECSS_Q_ST_70_21C'],['Q']
FSDP,['ECSS_Q_ST_40CRev1'],['Q']
GSDP,['ECSS_Q_ST_40CRev1'],['Q']
LVD,['ECSS_Q_ST_40CRev1'],['Q']
NUREG-CR,"['ECSS_Q_ST_40CRev1', 'ECSS_Q_ST_40C']",['Q']
PGSE,['ECSS_Q_ST_40CRev1'],['Q']
R&TTE,['ECSS_Q_ST_40CRev1'],['Q']
RoHS,['ECSS_Q_ST_40CRev1'],['Q']
SDP,['ECSS_Q_ST_40CRev1'],['Q']
SVTL,"['ECSS_Q_ST_40CRev1', 'ECSS_Q_ST_40C']",['Q']
WEEE,['ECSS_Q_ST_40CRev1'],['Q']
C,"['ECSS_Q_ST_70_29C', 'ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_30_11CRev1']",['Q']
C1,['ECSS_Q_ST_70_29C'],['Q']
CI±,['ECSS_Q_ST_70_29C'],['Q']
MWt,['ECSS_Q_ST_70_29C'],['Q']
m/z,['ECSS_Q_ST_70_29C'],['Q']
PFA,"['ECSS_Q_ST_70_30C', 'ECSS_E_ST_50_12C']","['Q', 'E']"
PVDF,['ECSS_Q_ST_70_30C'],['Q']
RFA,"['ECSS_Q_ST_70_30C', 'ECSS_Q_ST_70_39C', 'ECSS_Q_ST_70_26CRev1Corr1', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70CRev2', 'ECSS_Q_ST_70_16C', 'ECSS_Q_ST_70_80C', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_70C', 'ECSS_Q_ST_70_26C', 'ECSS_Q_ST_70CRev1']","['Q', '']"
SCEF,['ECSS_Q_ST_70_36C'],['Q']
CLA,['ECSS_Q_ST_70_37C'],['Q']
i.d.,['ECSS_Q_ST_70_37C'],['Q']
o.d.,['ECSS_Q_ST_70_37C'],['Q']
pH,['ECSS_Q_ST_70_37C'],['Q']
CEN,['ECSS_Q_ST_70_45C'],['Q']
CTOD,['ECSS_Q_ST_70_45C'],['Q']
ESDU,['ECSS_Q_ST_70_45C'],['Q']
HAZ,"['ECSS_Q_ST_70_45C', 'ECSS_Q_ST_70_39C', 'ECSS_Q_ST_70_40C']",['Q']
RMC,"['ECSS_Q_ST_70_45C', 'ECSS_Q_ST_70_46CRev1']",['Q']
HB,"['ECSS_Q_ST_70_46CRev1', 'ECSS_S_ST_00CRev1', 'ECSS_S_ST_00C']","['Q', '']"
HRC,['ECSS_Q_ST_70_46CRev1'],['Q']
LQ,['ECSS_Q_ST_70_46CRev1'],['Q']
PCR,"['ECSS_Q_ST_70_46CRev1', 'ECSS_Q_ST_70_55C']",['Q']
DSM,"['ECSS_Q_ST_70_53C', 'ECSS_Q_ST_60_13C']",['Q']
ETO,['ECSS_Q_ST_70_53C'],['Q']
HDPE,['ECSS_Q_ST_70_53C'],['Q']
LDPE,['ECSS_Q_ST_70_53C'],['Q']
MIL-DTL,['ECSS_Q_ST_70_53C'],['Q']
MIL-PRF,['ECSS_Q_ST_70_53C'],['Q']
PEEK,['ECSS_Q_ST_70_53C'],['Q']
PET,['ECSS_Q_ST_70_53C'],['Q']
POM,['ECSS_Q_ST_70_53C'],['Q']
PP,"['ECSS_Q_ST_70_53C', 'ECSS_Q_ST_70_58C']",['Q']
PPS,['ECSS_Q_ST_70_53C'],['Q']
PUR,['ECSS_Q_ST_70_53C'],['Q']
PVF,['ECSS_Q_ST_70_53C'],['Q']
OIT,['ECSS_Q_ST_70_53C'],['Q']
OITP,['ECSS_Q_ST_70_53C'],['Q']
SAL,['ECSS_Q_ST_70_53C'],['Q']
DNase,['ECSS_Q_ST_70_55C'],['Q']
IEST,['ECSS_Q_ST_70_55C'],['Q']
PBS,['ECSS_Q_ST_70_55C'],['Q']
R2A,['ECSS_Q_ST_70_55C'],['Q']
rDNA,['ECSS_Q_ST_70_55C'],['Q']
RNase,['ECSS_Q_ST_70_55C'],['Q']
TE,['ECSS_Q_ST_70_55C'],['Q']
TSA,['ECSS_Q_ST_70_55C'],['Q']
DHMR,"['ECSS_Q_ST_70_58C', 'ECSS_U_ST_20C']","['Q', 'U']"
HVAC,['ECSS_Q_ST_70_58C'],['Q']
WFI,['ECSS_Q_ST_70_58C'],['Q']
lx,['ECSS_Q_ST_70_50C'],['Q']
UVA,['ECSS_Q_ST_70_50C'],['Q']
RADLAT,['ECSS_Q_ST_60_15C'],['Q']
RVT,"['ECSS_Q_ST_60_15C', 'ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2', 'ECSS_Q_ST_60_13C']",['Q']
TIDL,['ECSS_Q_ST_60_15C'],['Q']
TIDS,['ECSS_Q_ST_60_15C'],['Q']
TNIDL,['ECSS_Q_ST_60_15C'],['Q']
TNIDS,['ECSS_Q_ST_60_15C'],['Q']
BIs,['ECSS_Q_ST_70_56C'],['Q']
cfu,['ECSS_Q_ST_70_56C'],['Q']
Ct,['ECSS_Q_ST_70_56C'],['Q']
L,['ECSS_Q_ST_70_56C'],['Q']
mg,['ECSS_Q_ST_70_56C'],['Q']
sec,['ECSS_Q_ST_70_56C'],['Q']
AAD,"['ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38CRev1Corr1']",['Q']
AOI,"['ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70_61C']",['Q']
BGA,"['ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38C', 'ECSS_Q_ST_60_13C', 'ECSS_Q_ST_70_38CRev1Corr1']",['Q']
CGA,"['ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38C', 'ECSS_Q_ST_70_38CRev1Corr1']",['Q']
Cu,"['ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_60CCorr1']",['Q']
DWV,"['ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_60CCorr1']",['Q']
